TRAIL_NO,TRAIL_NAME,TRAIL_TYPE,TRAIL_CN,BMP,EMP,SEGMENT_LENGTH,ADMIN_ORG,MANAGING_ORG,SECURITY_ID,ATTRIBUTESUBSET,NATIONAL_TRAIL_DESIGNATION,TRAIL_CLASS,TERRA_BASE_SYMBOLOGY,ACCESSIBILITY_STATUS,TRAIL_SURFACE,SURFACE_FIRMNESS,TYPICAL_TRAIL_GRADE,TYPICAL_TREAD_WIDTH,MINIMUM_TRAIL_WIDTH,TYPICAL_TREAD_CROSS_SLOPE,SPECIAL_MGMT_AREA,MVUM_SYMBOL,ALLOWED_TERRA_USE,ALLOWED_SNOW_USE,HIKER_PEDESTRIAN_MANAGED,HIKER_PEDESTRIAN_ACCPT_DISC,HIKER_PEDESTRIAN_RESTRICTED,PACK_SADDLE_MANAGED,PACK_SADDLE_ACCPT_DISC,PACK_SADDLE_RESTRICTED,BICYCLE_MANAGED,BICYCLE_ACCPT_DISC,BICYCLE_RESTRICTED,MOTORCYCLE_MANAGED,MOTORCYCLE_ACCPT_DISC,MOTORCYCLE_RESTRICTED,ATV_MANAGED,ATV_ACCPT_DISC,ATV_RESTRICTED,FOURWD_MANAGED,FOURWD_ACCPT_DISC,FOURWD_RESTRICTED,SNOWMOBILE_MANAGED,SNOWMOBILE_ACCPT_DISC,SNOWMOBILE_RESTRICTED,SNOWSHOE_MANAGED,SNOWSHOE_ACCPT_DISC,SNOWSHOE_RESTRICTED,XCOUNTRY_SKI_MANAGED,XCOUNTRY_SKI_ACCPT_DISC,XCOUNTRY_SKI_RESTRICTED,MOTOR_WATERCRAFT_MANAGED,MOTOR_WATERCRAFT_ACCPT_DISC,MOTOR_WATERCRAFT_RESTRICTED,NONMOTOR_WATERCRAFT_MANAGED,NONMOTOR_WATERCRAFT_ACCPT_DISC,NONMOTOR_WATERCRAFT_RESTRICTED,GIS_MILES,TERRA_MOTORIZED,SNOW_MOTORIZED,WATER_MOTORIZED,OBJECTID,GLOBALID,SHAPELEN
O-3128024,,TERRA,91864010602,0,0.315,0.315,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,5-8%,,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,04/01-11/30,,,04/01-11/30,,,,,01/01-12/31,,,,,,,,,,,,,,,,0.328,Y,,,150386,{55B4C806-C593-4A30-AD1B-91F2B1A74CEE},0.005330777
O-3128088,,TERRA,91890010602,0,0.241,0.241,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,5-8%,,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,04/01-11/30,,,04/01-11/30,,,,,01/01-12/31,,,,,,,,,,,,,,,,0.396,Y,,,150387,{3E84D3FC-FEF7-4FCD-A06B-C41E2546989A},0.007755995
XC-3147,SKYLINE,SNOW,7506.004574,19.6,23.718,4.118,61404,61404,614,TrailNFS_MGMT,1,3,,,SNOW,,5-8%,,,,,,,321,,,,,,,,,,,,,,,,,,,12/01-03/31,,,,01/01-12/31,,,01/01-12/31,,,,,,,,4.215,,Y,,150388,{4A512F1A-2DD3-4976-B12C-B79159281F14},0.062691616
3014,GLADE CREEK,TERRA,7229.004574,0.287,0.383,0.096,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.1,N,,,150389,{8324D00E-0FCB-4F0C-8C81-F527CFD485C3},0.001608417
3019,FORKS,TERRA,7237.004574,0,0.043,0.043,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.048,N,,,150390,{6B24F1F3-E9E5-4A6B-A197-13E48C15C881},0.000670242
3009,CORRAL CREEK,TERRA,7224.004574,0.175,6,5.825,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,5.776,N,,,150391,{DE24483E-123C-46C8-AD56-880EC9D989BE},0.107232099
3007,COUGAR CREEK,TERRA,7222.004574,0.558,0.574,0.016,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.018,N,,,150392,{064D4788-EA89-4817-BA82-E0D5537573CB},0.000300129
3014,GLADE CREEK,TERRA,7229.004574,1.237,1.312,0.075,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.081,N,,,150393,{807C58DB-6692-4372-8212-5828CE14B55F},0.001119232
3110,BEAR  CREEK  TRAIL,TERRA,7464.004574,7.125,7.3,0.175,61404,61404,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.186,N,,,150394,{1C77046C-D668-4B1B-AA67-1EE30355509B},0.002816051
3112,EAST  BUTTE  CREEK  TRAIL,TERRA,7466.004574,9.2958,9.347,0.0512,61404,61404,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.05,N,,,150395,{6790318E-B2A9-4D8D-AD0B-142AD9CD7F3E},0.000975119
3113,MT  MISERY  TRAIL,TERRA,7467.004574,0,0.0059,0.0059,61404,61404,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.006,N,,,150396,{D7FF5687-DBAC-4300-B092-D7FBD1947C58},8.56E-05
3041,BROKE BACK BYPASS,TERRA,9.72409E+11,0,0.484,0.484,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,8-10%,,,,,7,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,,,,,,,,,,,,,,0.471,Y,,,150397,{B842E3D5-1413-4E8A-9091-5C65757FD7D5},0.009201105
3026,SHARPS RIDGE,TERRA,7245.004574,0,5.957,5.957,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,5.909,N,,,150398,{B19FA341-A2A1-46B5-8FA2-CC797B187A7F},0.107653933
3156,TOWER MOUNTAIN,TERRA,7284.004574,3.2755,4.4675,1.192,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,,01/01-12/31,,,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.184,N,,,150399,{71478ECE-5C3A-4CAE-B597-ECC51EF5C68B},0.024077177
3029,PACK SADDLE,TERRA,7248.004574,1.5,1.717,0.217,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,,01/01-12/31 ,,,,,,01/01-12/31 ,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.209,N,,,150401,{E498A5F9-E16D-4F51-B1CF-9AA6171EF8C5},0.004244152
3029,PACK SADDLE,TERRA,7248.004574,1.717,4.9,3.183,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,,01/01-12/31 ,,,,,,01/01-12/31 ,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,3.241,N,,,150402,{01F2FCDB-238B-4939-AFDC-9E73871AF54B},0.0534962
3035,SADDLE CAMP,TERRA,7250.004574,0,0.301,0.301,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.286,N,,,150403,{606969BC-405C-4E11-9FD6-61B0E60BA1DA},0.006003081
3079,LAKE CREEK TRAIL,TERRA,7324.004574,0,1.428,1.428,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.442,N,,,150404,{E0ACD9FD-8FC2-419C-8253-2FE79D26A39D},0.024768118
3072,NINEMILE RIDGE TRAIL,TERRA,7313.004574,0.105,7.162,7.057,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,6.392,N,,,150405,{1E61B4BC-5FB4-4D3E-9534-3AE7B9CF6083},0.122472121
3073,BUCK CREEK TRAIL,TERRA,7314.004574,0,0.228,0.228,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.245,N,,,150406,{6AF40B88-21A9-4830-B574-705B0EDD89B2},0.004614974
3083,NF UMATILLA RIVER TRAIL,TERRA,7349.004574,1.399,8.408,7.009,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,6.787,N,,,150407,{B4449083-C5FC-49D6-94EA-08C14D46AB05},0.130791346
3222,NORTH FORK WALLA WALLA TRAIL,TERRA,7409.004574,0,2.957,2.957,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,7,54321,,,01/01-12/31 ,,01/01-12/31,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,2.903,Y,,,150408,{AF094818-6AF0-47C3-A48B-6F799E8D0E85},0.055765474
3070,LICK CREEK TRAIL,TERRA,7311.004574,0.365,2.837,2.472,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,2.613,N,,,150409,{3777EE4C-56B0-4A7D-8AA7-23563C30EC1F},0.044433443
3079,LAKE CREEK TRAIL,TERRA,7324.004574,1.428,1.651,0.223,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.23,N,,,150410,{1F2F5043-5438-4BDF-A173-F6B09E669114},0.003634985
3005,HOWARD CREEK,TERRA,7220.004574,0,2.8,2.8,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,7,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,,,,,,,,,,,,,,2.731,Y,,,150411,{0FF9EB6D-F2DF-45EA-B56F-9F89D9406155},0.048814734
3292,MEADOW CREEK SPUR,TERRA,5766010616,0,0.87,0.87,61404,61404,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,8-10%,,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,04/01-11/30,,,04/01-11/30,,,,,01/01-12/31,,12/01-03/31,,,,,,,,,,,,,,0.878,Y,,,150412,{6325470D-13D0-4CCC-A9EE-3FA6D9AEF55B},0.015148185
3008,COLD SPRING,TERRA,7223.004574,6.599,6.636,0.037,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.035,N,,,150413,{43F519BA-B042-418E-A1CA-885388386B4B},0.000753464
3002,LOST CREEK,TERRA,7217.004574,3.463,3.5,0.037,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.036,N,,,150414,{6E8B5F4F-D0BC-4935-A2EB-9ACABF4A0A85},0.000630256
3014,GLADE CREEK,TERRA,7229.004574,1.312,1.5,0.188,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.191,N,,,150415,{CC41CC99-DA56-40AE-A3AB-B6D0DF734E4C},0.003356437
3006,BASIN CREEK,TERRA,7221.004574,0,0.407,0.407,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.421,N,,,150416,{69E688BA-E51A-44CF-96CC-7EF6B7B3BCB3},0.008352706
XC-3146,ASOTIN ROAD 44 AND 43,SNOW,7505.004574,0,7,7,61404,61404,614,TrailNFS_MGMT,1,3,,,SNOW,,5-8%,,,,,,,321,,,,,,,,,,,,,,,,,,,12/01-03/31,,,,01/01-12/31,,,01/01-12/31,,,,,,,,6.96,,Y,,150417,{37D31F57-45CB-4BA1-98F0-7EF4CF050CE2},0.127808105
3015,BEEMAN JUNKINS,TERRA,7232.004574,6.561,7.378,0.817,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.825,N,,,150418,{4A1C1A17-B1AF-43B2-8317-78B04C5A3598},0.014478832
3021,MARTIN CREEK,TERRA,7240.004574,0,4,4,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,7,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,,,,,,,,,,,,,,4.051,Y,,,150419,{422C8949-B9A6-4F5C-8ABF-48876B68F905},0.077294873
3007,COUGAR CREEK,TERRA,7222.004574,1.404,1.5,0.096,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.109,N,,,150420,{EABEFA11-E48E-405C-B5EB-158003BD82C3},0.001595849
3043,RIVER TRAIL,TERRA,7271.004574,0,6.5,6.5,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,,,,,7,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,,,,,,,,,,,,,,6.854,Y,,,150421,{A5C05B71-0BE3-4706-9F57-495694BD2CDE},0.112373981
3156,TOWER MOUNTAIN,TERRA,7284.004574,0,0.1332,0.1332,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.14,N,,,150422,{1359D7BF-ED76-4070-82CC-82FEFBD12328},0.002252668
3152,CABLE CREEK,TERRA,7280.004574,0,4.455,4.455,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW06 - 48-60 INCHES,,,,7,5421,,,01/01-12/31 ,,,,,,01/01-12/31 ,01/01-12/31,01/01-12/31,,01/01-12/31,01/01-12/31,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,4.687,Y,,,150423,{74289E5B-7187-4301-99A3-7F2974947D22},0.082900453
3035,SADDLE CAMP,TERRA,7250.004574,3.383,3.386,0.003,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.003,N,,,150424,{7867BF1F-9986-4A82-ABBF-4C1F1C38785E},5.58E-05
3038,RON BRIDGES MEMORIAL,TERRA,9.26203E+11,0,0.26,0.26,61405,61405,614,TrailNFS_MGMT,1,5,TC4-5,ACCESSIBLE,IMPORTED LOOSE MATERIAL,F - FIRM,0-5%,TW02 - 12-18 INCHES,12 INCHES,0%,,,321,,01/01-12/31,,,,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.264,N,,,150425,{87594BC2-6EAD-4B72-B6C9-44114943128C},0.004380273
3035,SADDLE CAMP,TERRA,7250.004574,0.301,1.5,1.199,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.205,N,,,150426,{664599F9-BEAB-4AE0-9EDD-8B62D2595222},0.02089158
3156,TOWER MOUNTAIN,TERRA,7284.004574,2.5874,3.2664,0.679,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,,01/01-12/31,,,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.62,N,,,150427,{06C2E9A8-123B-415B-8140-1A5B00580591},0.010099056
3035,SADDLE CAMP,TERRA,7250.004574,1.5,2.257,0.757,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.752,N,,,150428,{E80A75E5-9812-4E64-BB14-C894510AB3C0},0.013577928
3035,SADDLE CAMP,TERRA,7250.004574,3.386,3.83,0.444,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.433,N,,,150429,{BDEE1236-15DC-4AB6-B00E-AF5C39DF3730},0.008392158
3156,TOWER MOUNTAIN,TERRA,7284.004574,4.4675,4.5229,0.0554,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,,01/01-12/31,,,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.055,N,,,150430,{0B0080D2-B247-4372-8741-6C1483619A3E},0.001039376
3029,PACK SADDLE,TERRA,7248.004574,1.452,1.471,0.019,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,,01/01-12/31 ,,,,,,01/01-12/31 ,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.018,N,,,150431,{F7980CF2-57A5-4617-BE5C-D562E2EBF2ED},0.000379545
3025,SILVER BUTTE,TERRA,7244.004574,0.5,5.034,4.534,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,4.552,N,,,150432,{D8BECEEB-C502-4C44-B3EB-11C9C849D98E},0.079268257
6141,BLUE MOUNTAIN,TERRA,7310.004574,7.599,7.643,0.044,61405,61405,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.045,N,,,150433,{F3486DA2-5188-445B-AD37-421FC5025303},0.000774925
3192,FRAZIER CREEK,TERRA,5021.009091,2.112,5.42,3.308,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW06 - 48-60 INCHES,,,,7,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,,,,,,,,,,,,,,3.314,Y,,,150434,{BF34B42F-FDD5-48E5-A6CE-3C2E171A4781},0.05840875
3188,LEHMAN,TERRA,5022.009091,0,4.21,4.21,61405,61405,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,7,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,,,,,,,,,,,,,,4.288,Y,,,150435,{18D56B77-4979-4BA2-914C-D1252D8B1AD6},0.07115536
O-3969090,,TERRA,4.5277E+11,0,0.83,0.83,61405,61405,614,TrailNFS_MGMT,1,1,TC1-2,,NAT - NATIVE MATERIAL,,0-5%,TW06 - 48-60 INCHES,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,07/01-02/29,,,07/01-02/29,,,,,01/01-12/31,,,,,,,,,,,,,,,,0.854,Y,,,150436,{6904987D-4D7C-4B1C-9638-5D65DA79A36D},0.013704716
3080,UMATILLA RIM TRAIL,TERRA,7343.004574,3.924,4.13,0.206,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,10,4321,,04/01-11/30,12/01-03/31,,01/01-12/31,,,,01/01-12/31,,04/01-11/30,,,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.218,Y,,,150437,{807CAC9F-231E-41D9-BAC6-50406FA049A1},0.003094924
3093,SF UMATILLA RIVER TRAIL,TERRA,7359.004574,0,2.862,2.862,61406,61406,614,TrailNFS_MGMT,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,01/01-12/31,,,,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,2.836,N,,,150438,{E0C3733C-5874-42EC-AF91-AD5D79445124},0.05255415
O-5505020,,TERRA,4.52964E+11,0,0.74,0.74,61405,61405,614,TrailNFS_MGMT,1,1,TC1-2,,NAT - NATIVE MATERIAL,,5-8%,TW06 - 48-60 INCHES,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,05/01-11/30,,,05/01-11/30,,,,,01/01-12/31,,,,,,,,,,,,,,,,0.776,Y,,,150439,{402AB136-31C1-4F88-B496-BE0E05BEB853},0.011379009
3070,LICK CREEK TRAIL,TERRA,7311.004574,3.243,3.5,0.257,61406,61406,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.261,N,,,150440,{D6B9FA68-8E1B-4FDB-BF5A-7A133098EC2F},0.004505273
3271,WOOD ROAD 1,TERRA,2.99989E+11,0,3.22,3.22,61404,61404,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,5-8%,,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31,,04/01-11/30,,,04/01-11/30,,,,,01/01-12/31,,,,,,,,,,,,,,,,3.261,Y,,,150441,{01057623-6E77-4A44-B5BB-70221D300982},0.055909675
3279,POND,TERRA,3.00148E+11,0,1.118,1.118,61404,61404,614,TrailNFS_MGMT,1,3,TC3,,NAT - NATIVE MATERIAL,,8-10%,,,,,8,54321,,,01/01-12/31 ,,,,,,01/01-12/31 ,,04/01-11/30,,,04/01-11/30,,,,,01/01-12/31,,12/01-03/31,,,,,,,,,,,,,,1.109,Y,,,150442,{F0249BE3-80F1-4B0C-8A2B-6F0EFE9B49CA},0.020598159
